cj_preshway,CMG,CNH,CS,DMS,EG,GMR,GS,HB,HRS,Imbc,JW,JYP Ent,KB,KCC,KCI,KD,KG_M,KG_E,KH,KMH_hitex,KTH,KT,KOSPI
8260,1759,1785,8800,10000,5300,805013,116900,2130,2430,6340,13394,185880,2023,15765,2847,220447,9429,3480,9661,3438,6150,1560,537.840027
8450,1727,1725,9280,9710,5446,803580,113900,2150,2425,6200,13049,185100,2117,15736,2969,215423,8903,3330,9400,3454,6100,1504,535.599976
8170,1588,1755,8580,9430,4983,796928,113700,2050,2385,6050,12790,182760,2070,15706,2843,208118,8262,3050,9120,3415,6120,1546,528.539978
8100,1489,1765,9200,9210,4657,756440,108500,2070,2390,6050,13741,178880,2033,15444,2839,222969,8700,3285,9320,3407,6220,1520,516
7970,1575,1755,9490,9260,4434,756440,109700,2150,2385,6080,15858,174980,2135,15590,2860,258208,8641,3320,9000,3392,6550,1528,518
8000,1701,1775,8710,9450,4502,848532,108000,2105,2440,6180,16593,177320,2089,15502,2811,238317,8641,3490,9120,3547,6830,1560,522.380005
7990,1701,1900,8650,9550,4717,824961,107400,2245,2470,6430,19920,178880,2117,15590,3556,225489,9284,3340,9220,3601,6660,1560,521.909973
8000,2017,1980,8520,9530,4648,830095,105100,2250,2455,6300,19877,174220,2089,16115,3439,223467,9167,3900,9460,3640,6870,1540,512.799988
8090,1951,2020,8680,9990,4888,799880,107700,2210,2475,6700,22298,184320,2051,16465,3127,219196,8846,4050,10242,3620,7100,1550,509.25
8190,1845,2050,8440,10500,4803,834480,105400,2155,2445,6930,23766,189760,2056,16261,3082,214411,9109,4300,10182,3558,6950,1578,508.890015
7950,1779,2100,8280,10050,4631,838180,105400,2190,2505,7050,23421,185100,2098,16611,3188,200827,9750,4050,9701,3624,7420,1580,501.200012
8300,1945,2035,8330,10250,4640,858050,107900,2270,2515,6960,27656,179660,2117,17808,3410,207620,9458,4005,9620,3462,7500,1600,493.049988
8200,1845,1970,7830,10000,4571,838180,114800,2220,2535,7300,27483,178880,2210,17400,3305,198307,9838,3860,9420,3473,7650,1600,482.910004
8150,1786,1940,8010,9910,4580,849965,110100,2250,2500,7040,26273,185880,2219,17225,3094,196543,9429,3975,8718,3864,7730,1600,482.880005
7800,1964,1970,7790,9940,4665,901553,108200,2380,2500,6890,22125,186660,2294,17371,3175,198307,10043,4240,9220,3686,7840,1620,464.869995
7920,1978,2030,8040,9610,4785,882368,106200,2440,2480,6980,22558,190540,2242,17049,3483,211890,9809,4140,9942,3601,7800,1614,449.640015
7700,1713,2030,7940,9750,4751,841880,108900,2350,2490,7080,23076,188220,2219,16933,3402,225489,9400,4330,10302,3593,7750,1598,441.079987
7570,1727,1970,8160,10000,5008,819750,109800,2375,2470,6990,24199,187440,2378,16962,3686,225986,9634,4510,10202,3562,7800,1612,437.709991
7620,1766,2045,8010,10150,5051,854412,106400,2520,2555,6830,23595,194440,2471,17400,3564,225489,9487,4700,10362,3547,8000,1620,458.959991
8060,1628,2045,7940,10600,4846,824961,107200,2530,2590,7200,25322,197540,2396,17341,3759,240340,9400,4420,10904,3578,9290,1604,467.98999
8650,1648,2145,8150,10550,4811,847020,107600,2455,2660,7420,25106,188220,2368,16874,4456,241335,9605,4455,10863,3485,10600,1588,467.230011
8700,1628,2220,8300,10650,4888,865450,111500,2440,2770,7350,24976,203760,2685,16933,4375,279095,9546,4425,11224,3376,10750,1580,488.839996
9210,1648,2500,8280,11450,4914,854412,115700,2445,2740,7540,22988,213100,3030,17400,4601,279593,10101,4475,11385,3372,10500,1598,491.190002
9800,1687,2480,8400,11700,5026,830842,114000,2445,2805,7450,22383,210760,2998,17517,4302,273060,9750,4890,11845,3330,10600,1594,466.940002
9100,1687,2310,9020,10900,5446,838180,113000,2850,2775,8660,21607,199100,2937,17808,4593,266011,9867,4820,11866,3338,9800,1596,465.899994
8800,1754,2195,8720,10750,5557,824961,111500,2940,2765,8380,22383,195980,2797,17604,4334,272287,9050,5000,12026,3334,9220,1546,450.529999
9200,1759,2245,8450,12400,5369,849209,109100,3200,2720,7990,24285,195980,2984,17517,4350,283365,9109,4955,12247,3353,9150,1550,441.220001
8900,1615,2330,8450,12600,5334,852917,108900,3040,2760,8090,28087,195980,3203,17867,4318,338740,9109,4860,12267,3663,10250,1608,434.079987
8570,1655,2380,8590,12000,5249,897105,110600,2860,2760,7590,25712,209220,3012,17984,4140,326651,9050,4595,12607,3570,9470,1560,437.970001
8570,1681,2250,8620,12000,5446,915534,114000,3185,2750,7390,26360,201440,3002,18305,4496,327661,9196,4660,12828,3949,9200,1560,428.76001
8300,1793,2180,8490,11700,5875,876487,108800,3200,2765,7570,23507,191320,3170,18100,4666,324145,9312,4625,13509,3903,9310,1568,416.209991
8150,1622,2030,8000,11000,6407,909646,106600,2940,2670,7080,22210,183540,2849,17487,4464,321625,8583,5050,12787,4058,9930,1540,411.589996
8200,1687,2120,8150,10700,5720,989189,107700,3210,2690,7060,22558,194440,2760,16991,4772,352323,8320,5400,12627,4182,9590,1542,406.160004
8200,1655,2095,8200,10950,5360,968571,109700,2700,2670,7800,27051,198320,2751,16991,5638,309294,8262,5990,12747,3872,9550,1524,403.339996
8690,1628,2115,8150,11250,5643,878676,121000,2690,2685,7610,24803,189760,2751,16524,5752,297464,8144,5850,12667,3911,9930,1570,418.309998
8620,1634,2095,8590,11200,5334,843321,128500,2640,2800,8270,24285,188980,2676,16699,5112,314320,7969,6070,12687,3756,10700,1554,null
8770,1569,2075,9090,11250,5686,834480,131500,2645,2940,8400,22729,189760,2564,16174,5144,314320,8262,6200,12828,3911,10500,1560,401.529999
8990,1536,2000,8400,10750,5489,812421,120500,2450,2830,9240,18667,181980,2518,16611,4885,283881,7882,5750,12287,3601,9980,1600,null
8550,1562,2010,8710,10250,5489,828583,125000,2410,2670,8200,15901,181980,2564,16378,4626,278342,7706,5760,12387,3485,10350,1612,388.799988
9320,1476,2020,10250,10250,5832,849209,127300,2470,2680,8100,13913,178880,2536,16670,4869,291924,8320,6100,12627,3353,11600,1614,376.109985
8840,1701,1930,10400,10200,5609,1001730,127000,2525,2635,7720,17284,197540,2555,17195,4861,308027,8641,6450,12147,3512,12300,1606,376.459991
8920,1681,1890,10900,10550,5386,1174813,130800,2570,2700,8410,17585,191320,2559,17166,4869,280846,8320,7890,12187,3973,12900,1562,372.290009
8500,1555,1765,9800,10150,5077,1079022,134400,2360,2500,8290,13439,182760,2522,16874,4836,301236,7590,7800,11825,3833,12300,1494,356.549988
8690,1516,1775,9550,10200,5000,1038526,130800,2385,2520,8590,16765,188220,2532,16757,4691,277331,7794,7820,12147,4073,12300,1520,349.380005
8750,1509,1845,10400,10350,5069,1067992,127000,2430,2560,8300,18062,185880,2527,16787,4682,258706,7590,8020,12527,4035,12100,1510,354.690002
8430,1522,1820,9430,10300,5060,1009059,127000,2310,2500,7850,16635,187440,2578,16407,4383,246375,7473,8100,12026,3860,10950,1484,361.690002
9080,1569,1845,9900,10600,5231,930271,128300,2335,2530,7830,16420,179660,2485,16115,4707,256185,7619,8060,12888,3872,11050,1494,353.380005
9080,1595,1850,10850,10950,5163,941301,133800,2460,2510,7860,14864,182760,2396,16787,4796,247628,8174,8500,13449,4221,12000,1480,360.160004
9050,1588,1940,12900,11850,5326,1049555,132300,2595,2560,8300,15427,188220,2368,15940,4634,254933,8787,8960,15073,4492,13900,1462,364.059998
8750,1674,1865,12150,12000,5206,1079022,134300,2545,2580,8260,15988,182760,2359,15648,4431,277331,8291,8950,14892,4716,13300,1438,370.549988
8980,1938,1850,12000,11850,5146,1067992,130200,2700,2625,8130,17890,194440,2373,15648,4399,269269,8495,8510,14431,4523,14000,1436,361.089996
9050,2097,1895,13000,11750,5120,1325823,132900,2670,2545,7850,17802,198320,2350,16115,4302,272287,9050,7360,13629,4399,13900,1420,353.399994
9030,1898,1860,12550,11700,4846,1152676,137600,2730,2500,8100,21043,194440,2387,15940,4456,263748,8612,7950,13830,4925,13650,1428,324.959991
9750,1713,1865,12200,12100,4914,1062851,140000,2685,2555,8220,21347,183540,2359,15356,4294,258706,8350,7920,13209,4670,14300,1440,313.839996
9850,1720,1845,11200,11800,5103,1070181,137000,2660,2490,7870,22558,184320,2298,15239,4342,242602,7999,9150,13910,4832,13400,1448,313.809998
9990,1978,1855,11400,10750,4863,961171,131100,2755,2510,7810,21347,180440,2247,15298,5023,247628,8291,9220,13710,4647,12600,1430,323.769989
10150,1978,1900,10800,10850,4811,996526,130900,2560,2520,7530,21822,179660,2247,14947,5387,250148,8291,9490,13629,4530,12600,1440,334.100006
11050,1971,1910,11200,11550,4820,972271,129700,2790,2585,7660,21735,171880,2284,15473,5266,251402,8553,8500,13650,5189,13050,1420,335.480011
12150,1971,1880,11450,11850,4948,942812,131900,3200,2590,7700,21043,181220,2396,14977,5007,250148,8612,8000,13991,5692,13600,1430,324.820007
11100,1991,1840,10500,11800,4828,957534,127300,3200,2515,7370,19532,171880,2294,14801,4634,245125,7912,7610,12868,6134,12300,1436,null
11250,1832,1745,10000,12350,4717,922864,120100,3910,2400,6860,18235,165660,2093,14539,4342,221715,7503,7380,12267,6583,11200,1400,334.01001
13000,1806,1710,9960,12000,4434,875046,117900,4330,2460,6700,18019,163320,2019,14714,4399,234047,7327,7400,12067,6134,11500,1408,345.380005
12100,1773,1530,8480,12050,4146,718140,105000,3800,2310,5700,15427,147760,2023,14655,4569,191002,6889,6450,10843,5134,9710,1332,344.200012
11400,1542,1520,7850,11600,3825,931705,108000,3300,2300,5400,14042,132980,1711,14071,3645,198307,6364,6270,9982,4523,9130,1306,341.790009
10800,1707,1560,8050,11350,3971,816113,109700,2990,2240,5780,15340,140760,1753,13750,3726,209386,6422,7110,11024,4801,9250,1320,323.140015
11800,1569,1660,8400,11550,4460,865450,108000,3210,2235,5940,16075,142320,1869,13867,3791,210140,6831,7500,11625,5429,10400,1306,318.309998
12100,1628,1690,8800,12350,4460,876487,108300,3400,2255,6180,16290,150880,1883,13896,3965,213656,7006,7700,11946,5924,10300,1320,300.690002
13100,1588,1750,9200,12700,5051,887517,107600,3300,2320,6180,16852,150880,1981,14597,4099,232280,6947,7780,11866,5847,10750,1372,283.410004
13100,1634,1840,9000,12750,4665,883879,108000,3600,2375,6150,17068,150100,2014,14480,4699,231524,7035,7650,12207,5816,10200,1356,287.980011
12850,1622,1675,8580,12400,4391,854412,101500,3590,2260,6030,16333,142320,1911,15123,4788,218184,6889,7410,11725,5475,10300,1362,310.119995
12450,1582,1610,8120,11300,4588,791795,91000,3310,2220,5860,15382,132980,1907,14159,4213,215423,6568,6780,10422,5421,9550,1348,323.049988
12400,1615,1450,8010,11600,4116,777058,89400,3035,2190,5650,14692,135320,1958,13955,3714,210140,6422,6970,11024,5344,8810,1300,316.160004
12150,1634,1440,8120,11900,4159,791795,90200,3270,2185,5770,15858,139980,1888,14363,3645,206864,6509,7400,10863,5653,9950,1284,308.390015
12050,1978,1470,8280,12100,4194,802825,92100,3350,2190,5760,15167,140760,1874,14305,3589,224734,6714,7360,11886,5529,10000,1300,300.320007
12100,1925,1450,8420,11900,4224,801391,96900,3450,2215,5960,15123,141540,1911,13838,3621,216176,6744,7510,11705,5739,10200,1290,299.559998
11500,1845,1480,8500,12100,4288,830842,98100,3210,2350,5980,15988,139980,1865,13488,3325,220447,6685,7480,11705,5886,9700,1280,299.869995
12150,1655,1455,9000,12550,4297,817554,98000,3205,2310,6170,17890,139980,1883,13225,3398,209386,7153,7900,12147,5940,9900,1290,302.799988
12100,1648,1405,8600,12400,4331,813854,94600,3240,2250,5920,17890,136100,2014,13429,3329,216673,7094,7510,12627,5498,9570,1262,296.380005
11750,1754,1450,8790,12700,4674,828583,97600,3215,2350,6110,17716,136880,2177,13254,3508,208118,7035,7710,12828,5506,9850,1294,298.01001
11550,1885,1400,8410,11900,4468,784395,94200,3400,2300,5930,16982,129100,2000,12874,3180,198805,6538,7320,12307,5344,9150,1226,315.23999
11600,1912,1355,9200,12000,4425,782954,94800,3250,2315,6030,17155,126760,2070,12904,3046,205853,6393,7360,12627,5677,9150,1206,312.119995
11700,1779,1370,8760,11700,4425,786654,91700,3520,2305,5930,17068,129880,2070,13020,3070,205853,6159,7240,12447,5537,9010,1200,306.119995
11800,1832,1390,8920,11750,4562,766028,99800,3465,2315,5980,18840,129100,1995,12641,3143,215423,6101,7400,12647,5243,9150,1208,310.480011
12500,1766,1380,8770,12100,4537,791795,98100,3140,2345,6120,18580,130660,2000,12845,3208,211890,6364,7250,12307,5305,9350,1200,321.48999
12200,1945,1400,9000,12300,4580,799125,97400,3200,2300,6110,19489,128320,2005,12991,3196,208870,6481,7030,12147,5460,9300,1204,319.899994
13000,1958,1420,9020,12000,4494,813854,95300,3205,2305,6030,19920,130660,1995,12933,3155,206864,6918,6700,12047,5421,9210,1202,319.299988
12750,2327,1420,9380,11800,4554,847020,98200,3300,2365,6320,20093,110440,2047,13342,3135,205098,6744,6850,11745,5189,9670,1210,303.73999
12700,2861,1445,9720,12000,4588,841880,100500,3330,2350,6410,19877,94100,2079,13342,3248,214909,6860,7130,11625,5344,10150,1222,301.910004
13000,2188,1445,9650,11950,4597,828583,99000,3150,2350,6300,19662,94100,2005,13546,3791,215423,6568,7080,11705,5336,10450,1214,307.98999
12900,2076,1450,8960,12250,4700,806524,99600,3085,2300,6210,21087,94880,2051,13604,3718,216673,6305,6740,11906,5367,10200,1222,314.679993
12350,1918,1435,8780,11600,4691,771925,96100,2940,2230,6040,20395,91760,1977,13721,4707,217429,6247,6020,11305,5080,10150,1212,null
12150,2003,1445,8700,11600,4502,779254,95200,2920,2250,6000,21779,89440,1944,14071,5023,220447,6217,5700,11325,4879,10700,1208,348.640015
11800,2387,1415,8570,10900,4468,753488,92900,2800,2225,5800,22254,87880,1921,14334,5517,214411,5955,5250,11144,4585,10100,1192,366.76001
12150,2755,1410,8970,10700,4588,758629,93800,2905,2265,5800,22210,83980,1958,14247,4707,213656,6042,5500,11245,4724,10050,1224,363.190002
12150,2538,1375,8990,11150,4442,758629,94600,2905,2290,5870,21432,97220,1939,14480,4285,224219,6335,5710,11245,4608,10650,1382,366.329987
11900,2637,1405,8870,11500,4434,762329,95300,3080,2300,5950,21909,87880,2009,14539,4253,269784,6597,5610,11545,4484,11500,1276,341.890015
12300,2531,1405,9120,11100,4365,782954,98000,3055,2300,6000,22038,83220,2023,14217,4893,272287,6714,5580,11345,4244,11950,1260,328.829987
12100,2617,1415,9200,11450,4743,802825,96700,3000,2295,5980,22125,83980,2042,14831,4626,268515,6772,5360,10783,4321,11800,1242,329.980011
12050,2611,1440,9120,11600,4657,791795,93700,3200,2270,5980,21607,90980,2144,14831,4172,259959,6393,5350,10302,4337,11150,1242,337.130005
12450,2769,1450,8700,11500,4700,743899,92800,3300,2275,5950,21087,83220,2126,16057,3743,271036,6422,4980,9641,4073,11200,1244,343.970001
12600,3389,1520,8510,11600,4983,721832,93000,3170,2280,5860,21519,74660,2191,15940,3739,258706,6947,5090,10022,3887,10800,1260,346.049988
12450,3996,1465,8660,11500,5317,740199,93200,3200,2270,5880,21692,73880,2662,15531,3735,243357,6889,5010,10122,3903,11100,1260,336.119995
12400,4754,1495,8830,11550,5249,810224,92000,3070,2260,5880,21174,74660,2382,15882,3807,272287,7094,4900,10743,3973,11300,1274,328.100006
12100,5466,1460,8910,11400,5103,806524,89300,3030,2255,5830,20655,66880,2340,15677,3730,277331,7240,5100,10503,3845,11400,1238,333.820007
12150,6285,1440,8370,11200,4957,777058,83500,2825,2220,5770,20914,67660,2704,15006,4294,262479,6568,4755,10422,3647,10850,1238,320.309998
11700,7214,1425,8270,11400,4768,769666,82300,2850,2200,5780,20395,68440,2545,15765,3917,274809,6305,4805,10302,3601,11150,1206,320.660004
11700,8296,1400,8090,11650,4803,813854,82100,2900,2200,5670,21174,65320,2601,16407,4059,271036,6188,4590,10022,3578,11050,1214,314.459991
11700,9535,1360,8050,11600,4820,816113,81500,3050,2190,5600,21174,67660,2387,16582,3710,275323,6101,4080,10242,3500,10250,1214,312.519989
11600,10961,1325,8290,11950,4700,850720,88200,3195,2205,5650,21692,73880,2350,16582,3698,269269,6188,4300,10543,3833,10450,1204,309.369995
11250,12028,1365,8340,11900,4803,835991,89700,3160,2220,5740,22470,72320,2410,16641,3726,308027,6305,4310,10523,3795,10500,1210,305.380005
11600,12530,1400,8860,11700,4974,891209,92700,3350,2225,5860,22817,73880,2392,16933,3775,305522,6714,5140,10543,3810,10850,1272,302.730011
11600,13190,1375,8760,12100,4888,928075,93200,3300,2250,5970,23465,73880,2583,16670,4132,289660,6656,5300,10342,4011,10600,1276,304.399994
11700,12596,1380,8710,12500,4897,894908,94500,3165,2230,5920,23766,73880,2625,16757,4067,301990,6451,5210,10382,3857,10600,1248,296.640015
11800,11791,1375,8810,12450,4854,968571,91700,3140,2250,5970,23507,71540,2550,16407,3893,299470,6364,6290,10422,3872,11550,1264,294.130005
12100,13058,1445,8850,13000,4888,975901,92000,3115,2275,5930,22817,97220,2634,16349,3897,316087,6714,6100,10022,4143,11450,1262,303.190002
12200,12227,1445,8500,12700,5060,948693,93800,3190,2245,6000,24762,111220,2601,16349,3820,301990,6714,6430,9942,4035,11300,1256,317.600006
12000,11620,1500,8360,12500,5420,1126918,94500,3080,2255,6200,25495,118220,2723,17020,4375,298216,6831,6250,9841,3980,11650,1276,305.390015
11800,12200,1465,8300,12250,5326,1141647,91100,3140,2385,6000,25063,105760,2587,17049,4294,274055,6772,6530,9460,3872,11500,1272,305.290009
12000,11871,1430,8400,12250,5274,1119580,91000,3060,2400,6050,24544,106540,2583,17341,4067,283881,6831,6470,9220,3857,12450,1278,311.070007
11850,11950,1535,8550,12750,5214,1123218,90800,2975,2430,6060,25236,104980,2480,17108,4593,290671,7094,6420,9020,4019,12550,1294,317.130005
11900,12780,1580,8610,12850,5146,1123218,93500,3140,2405,6140,25106,102660,2452,17166,4456,280347,6947,6550,9420,3996,13300,1326,308.980011
11650,12147,1580,8700,12750,5146,1222701,91500,3330,2490,6060,24414,122100,2448,17195,4626,266011,7181,6480,9801,3911,12700,1344,307.519989
12000,11871,1625,8750,12750,5463,1219002,92800,3580,2485,6070,24459,125220,2564,17225,4577,270282,7065,6460,9982,3926,13000,1322,309.73999
11750,12266,1725,8360,12950,5695,1233731,91600,3600,2410,6000,24414,118980,2480,17429,4253,274809,6889,6420,10042,3833,12450,1340,314.23999
11900,12385,1825,8320,13400,5497,1049555,94300,3610,2330,5850,24372,135320,2331,17283,4115,285887,7332,5860,9500,3988,12400,1328,314.950012
11750,12570,1685,8150,13500,6003,1110747,99500,3610,2370,5920,24803,137660,2256,17254,4294,276575,6782,5900,9761,4484,12500,1302,314.470001
11350,12702,1705,8100,12700,7290,1152676,99000,3415,2460,5910,24632,135320,2172,16757,4456,273060,6812,5550,9240,4128,12850,1294,316.410004
11450,12134,1640,7950,12700,6767,1270527,92600,3570,2465,5870,24459,133760,2182,16728,4334,269784,6629,5470,9741,4066,12700,1328,329.76001
12000,12108,1600,8050,13200,6904,1314723,93000,3270,2420,6150,25192,125220,2191,17808,4407,234047,6934,5620,10182,4259,12700,1346,327.429993
13100,12016,1580,8000,13350,6732,1372215,92100,3300,2400,6010,22038,124440,2247,17750,4593,243856,6568,5500,10182,4120,11850,1346,329.269989
12200,12530,1575,7670,12550,6810,1635186,90000,3425,2350,5910,21865,128320,2228,19560,4747,256185,6507,5300,9962,3911,11000,1348,329.23999
12400,13850,1515,7550,12200,6304,1694112,89300,3350,2370,6140,19401,125980,2266,21779,4577,319105,6507,5300,10042,3957,11400,1354,319.23999
13000,16752,1520,7250,12100,6089,1370019,88700,3620,2380,6000,20093,120540,2238,20290,4820,335207,6568,5600,10202,3880,10800,1338,313.910004
15100,12398,1525,7410,11850,6218,1285256,88600,3560,2370,6110,20440,115880,2200,21020,4666,391336,6629,5530,10042,3996,11150,1330,310.420013
14300,14443,1535,7410,11800,5677,1274227,88500,3290,2375,6400,20655,115100,2126,20144,4642,373466,6324,5300,10142,3833,10900,1316,313.390015
15000,12293,1500,7700,11650,6106,1081281,88500,3265,2330,6490,21432,108880,2079,20173,4601,299984,6446,5130,9942,3764,10300,1322,308.309998
14700,12266,1490,7490,11600,6432,1112188,87100,3200,2280,6360,20742,115880,2112,20845,4674,308027,6659,5100,9921,3613,10200,1320,301.25
14500,11211,1425,7200,11700,7633,1093751,86000,3320,2305,6750,20395,112760,2172,21487,4642,329685,6690,4970,10763,3570,10050,1312,297.100006
15550,10710,1435,7200,11700,7376,1084918,83500,3275,2285,6700,19877,110440,2103,24523,4261,284635,6721,5290,11104,3485,10200,1386,291.809998
15850,8414,1420,7300,11850,7959,1033393,82900,3450,2395,7000,20395,101880,2154,24494,4132,262993,6782,5090,11725,3562,10100,1418,293.480011
15000,7280,1410,6860,11650,7556,1016467,81300,3550,2710,6820,19834,111220,2070,24377,4018,260471,6782,4770,11645,3640,9630,1338,309.970001
15500,8652,1400,6710,11750,6732,978159,80500,3300,2430,6800,20223,106540,2037,25399,3969,231524,6721,4455,11104,3562,8970,1388,307.820007
15750,10855,1400,6400,12000,6398,957534,77000,3200,2425,6650,19704,108880,2051,25574,3978,215423,7026,4110,10583,3330,9040,1350,305.779999
15650,10103,1440,6730,12000,7890,1001730,81200,3250,2510,6790,19575,115880,2075,25107,4075,223467,7149,4415,10944,3462,9740,1380,311.970001
14850,9232,1385,7300,11800,7299,945001,77200,3150,2430,6400,18580,111980,2014,23443,4180,242602,6874,4410,10603,3299,9190,1430,309.519989
