Date,Open,High,Low,Close,Adj Close,Volume
2000-04-06,517.989990,535.679993,517.989990,532.500000,532.500000,10080000
2000-04-07,532.500000,542.989990,532.500000,542.989990,542.989990,8916000
2000-04-10,542.989990,545.900024,518.659973,518.659973,518.659973,8537000
2000-04-11,518.659973,519.239990,502.459991,510.130005,510.130005,9714000
2000-04-12,510.140015,513.049988,493.440002,493.440002,493.440002,11759000
2000-04-13,493.440002,502.510010,488.940002,489.220001,489.220001,10320000
2000-04-14,489.230011,489.230011,450.190002,453.720001,453.720001,12797000
2000-04-17,453.670013,459.260010,441.559998,459.260010,459.260010,12047000
2000-04-18,459.260010,486.089996,459.260010,486.089996,486.089996,11094000
2000-04-19,486.089996,493.790009,483.130005,486.230011,486.230011,10014000
2000-04-20,486.230011,489.459991,478.410004,481.839996,481.839996,8962000
2000-04-24,481.839996,481.839996,460.899994,468.540009,468.540009,8687000
2000-04-25,468.540009,489.029999,468.540009,489.029999,489.029999,10711000
2000-04-26,489.019989,495.019989,483.579987,484.239990,484.239990,9996000
2000-04-27,484.239990,494.579987,473.760010,494.579987,494.579987,11110000
2000-04-28,494.559998,506.250000,494.559998,506.250000,506.250000,9846000
2000-05-01,506.250000,519.630005,506.250000,518.929993,518.929993,9663000
2000-05-02,518.929993,520.320007,504.970001,505.350006,505.350006,10115000
2000-05-03,505.350006,505.350006,487.329987,495.559998,495.559998,9916000
2000-05-04,495.589996,502.630005,495.519989,501.910004,501.910004,9258000
2000-05-05,501.910004,512.840027,499.730011,512.840027,512.840027,8055000
2000-05-08,512.840027,512.840027,499.600006,500.079987,500.079987,7876000
2000-05-09,500.079987,504.070007,486.820007,490.859985,490.859985,8966000
2000-05-10,490.859985,490.859985,470.570007,474.279999,474.279999,10064000
2000-05-11,474.279999,489.390015,474.279999,489.390015,489.390015,9536000
2000-05-12,489.390015,498.269989,489.390015,490.940002,490.940002,8582000
2000-05-15,490.940002,497.809998,483.730011,497.809998,497.809998,8546000
2000-05-16,497.809998,507.519989,497.809998,505.980011,505.980011,9555000
2000-05-17,505.980011,505.980011,497.570007,499.660004,499.660004,8205000
2000-05-18,499.660004,501.510010,490.950012,490.950012,490.950012,8079000
2000-05-19,490.950012,490.950012,477.730011,479.700012,479.700012,8537000
2000-05-22,479.700012,480.589996,458.209991,471.670013,471.670013,8690000
2000-05-23,471.670013,474.170013,459.010010,459.010010,459.010010,8699000
2000-05-24,459.010010,461.739990,443.989990,461.739990,461.739990,11523000
2000-05-25,461.739990,469.920013,456.160004,456.170013,456.170013,9845000
2000-05-26,456.170013,458.880005,451.950012,457.369995,457.369995,7226000
2000-05-30,457.369995,476.700012,457.369995,476.700012,476.700012,8442000
2000-05-31,476.720001,481.630005,473.320007,476.179993,476.179993,9605000
2000-06-01,476.179993,492.470001,476.179993,492.470001,492.470001,9601000
2000-06-02,492.470001,513.039978,492.470001,513.030029,513.030029,11624000
2000-06-05,513.030029,518.030029,509.299988,513.299988,513.299988,8386000
2000-06-06,513.299988,523.049988,511.489990,511.649994,511.649994,9501000
2000-06-07,511.649994,516.539978,507.910004,516.539978,516.539978,8546000
2000-06-08,516.419983,519.630005,513.590027,514.539978,514.539978,8543000
2000-06-09,514.539978,523.349976,514.539978,523.059998,523.059998,7860000
2000-06-12,523.070007,523.789978,508.200012,508.510010,508.510010,7741000
2000-06-13,508.510010,513.760010,500.910004,513.750000,513.750000,9359000
2000-06-14,513.750000,517.580017,509.489990,509.670013,509.670013,9297000
2000-06-15,509.670013,512.280029,504.130005,512.250000,512.250000,10114000
2000-06-16,512.250000,514.940002,510.000000,513.739990,513.739990,12508000
2000-06-19,513.739990,522.789978,510.049988,522.789978,522.789978,9217000
2000-06-20,522.770020,526.979980,520.750000,525.690002,525.690002,10315000
2000-06-21,525.690002,528.440002,522.169983,527.609985,527.609985,10096000
2000-06-22,527.609985,530.409973,515.010010,515.010010,515.010010,10227000
2000-06-23,515.010010,518.219971,508.220001,510.410004,510.410004,8476000
2000-06-26,510.410004,516.369995,509.230011,516.359985,516.359985,8890000
2000-06-27,516.359985,518.570007,507.880005,508.079987,508.079987,10425000
2000-06-28,508.079987,521.000000,508.079987,520.989990,520.989990,10951000
2000-06-29,520.989990,520.989990,511.299988,512.580017,512.580017,11109000
2000-06-30,512.580017,517.239990,509.920013,517.229980,517.229980,14597000
2000-07-03,517.239990,524.210022,517.099976,524.039978,524.039978,4519000
2000-07-05,524.020020,524.020020,517.500000,518.250000,518.250000,10193000
2000-07-06,518.280029,523.320007,513.659973,523.320007,523.320007,9473000
2000-07-07,523.299988,528.650024,523.299988,528.219971,528.219971,9317000
2000-07-10,528.219971,532.179993,527.750000,530.830017,530.830017,8387000
2000-07-11,530.830017,533.260010,529.039978,529.739990,529.739990,9805000
2000-07-12,529.739990,540.260010,529.739990,540.250000,540.250000,10012000
2000-07-13,540.250000,542.760010,540.109985,542.760010,542.760010,10268000
2000-07-14,542.760010,543.840027,539.510010,542.630005,542.630005,9606000
2000-07-17,542.630005,545.710022,541.549988,545.179993,545.179993,9060000
2000-07-18,545.179993,545.179993,535.909973,536.280029,536.280029,9083000
2000-07-19,536.280029,536.280029,527.789978,527.859985,527.859985,9094000
2000-07-20,527.859985,534.820007,527.859985,534.750000,534.750000,10646000
2000-07-21,534.750000,534.750000,522.700012,522.700012,522.700012,9683000
2000-07-24,522.700012,524.109985,513.010010,514.250000,514.250000,8803000
2000-07-25,514.250000,517.409973,511.109985,514.330017,514.330017,9694000
2000-07-26,514.330017,514.330017,503.920013,513.809998,513.809998,12358000
2000-07-27,513.820007,513.820007,501.500000,501.609985,501.609985,11564000
2000-07-28,501.630005,501.630005,488.700012,490.220001,490.220001,9800000
2000-07-31,490.220001,500.640015,487.390015,500.640015,500.640015,9526000
2000-08-01,500.640015,500.679993,497.709991,497.769989,497.769989,9387000
2000-08-02,497.769989,501.950012,496.410004,500.220001,500.220001,9863000
2000-08-03,500.220001,500.220001,489.239990,499.450012,499.450012,10956000
2000-08-04,499.450012,504.850006,499.450012,503.630005,503.630005,9560000
2000-08-07,503.619995,510.250000,503.619995,509.869995,509.869995,8548000
2000-08-08,509.869995,511.940002,508.720001,508.720001,508.720001,9922000
2000-08-09,508.720001,512.450012,507.239990,507.500000,507.500000,10540000
2000-08-10,507.500000,507.730011,501.609985,501.649994,501.649994,9408000
2000-08-11,501.649994,510.320007,498.670013,510.269989,510.269989,8355000
2000-08-14,510.269989,514.630005,509.640015,514.479980,514.479980,7838000
2000-08-15,514.479980,514.750000,509.929993,509.929993,509.929993,8959000
2000-08-16,509.929993,513.330017,509.929993,512.739990,512.739990,9298000
2000-08-17,512.729980,516.460022,511.790009,516.460022,516.460022,9224000
2000-08-18,516.460022,517.450012,515.090027,515.510010,515.510010,8214000
2000-08-21,515.510010,518.309998,515.260010,516.450012,516.450012,7316000
2000-08-22,516.479980,518.979980,516.479980,517.460022,517.460022,8188000
2000-08-23,517.419983,518.000000,513.950012,517.880005,517.880005,8710000
2000-08-24,517.640015,523.320007,517.640015,523.299988,523.299988,8371000
2000-08-25,523.299988,525.280029,522.080017,525.109985,525.109985,6856000
2000-08-28,525.109985,528.830017,525.109985,526.479980,526.479980,7336000
2000-08-29,526.479980,529.690002,526.479980,529.630005,529.630005,7956000
2000-08-30,529.630005,532.380005,529.109985,532.330017,532.330017,8184000
2000-08-31,532.359985,539.140015,532.359985,537.890015,537.890015,10566000
2000-09-01,537.890015,541.909973,536.549988,541.909973,541.909973,7677000
2000-09-05,541.909973,542.789978,538.409973,539.020020,539.020020,8385000
2000-09-06,539.020020,539.239990,535.270020,536.320007,536.320007,9951000
2000-09-07,536.320007,542.820007,536.320007,542.820007,542.820007,9855000
2000-09-08,542.820007,542.820007,535.330017,535.700012,535.700012,9610000
2000-09-11,535.700012,539.619995,532.940002,533.619995,533.619995,8993000
2000-09-12,533.619995,535.950012,531.960022,532.429993,532.429993,9912000
2000-09-13,532.429993,534.359985,529.789978,534.000000,534.000000,10683000
2000-09-14,534.000000,540.010010,534.000000,539.210022,539.210022,10140000
2000-09-15,539.210022,539.210022,530.250000,530.880005,530.880005,12684000
2000-09-18,530.840027,531.229980,516.419983,516.679993,516.679993,9625000
2000-09-19,516.679993,523.369995,515.799988,523.309998,523.309998,10249000
2000-09-20,523.309998,523.549988,518.210022,521.429993,521.429993,11040000
2000-09-21,521.429993,521.429993,513.859985,514.359985,514.359985,11054000
2000-09-22,514.349976,519.150024,502.899994,518.820007,518.820007,11855000
2000-09-25,518.760010,521.750000,515.289978,515.380005,515.380005,9824000
2000-09-26,515.380005,516.469971,509.410004,509.899994,509.899994,11066000
2000-09-27,509.890015,513.650024,506.709991,508.130005,508.130005,11747000
2000-09-28,508.130005,524.090027,507.619995,523.739990,523.739990,12062000
2000-09-29,523.809998,524.400024,520.030029,521.369995,521.369995,11971000
2000-10-02,521.369995,523.409973,511.660004,511.670013,511.670013,10512000
2000-10-03,511.679993,515.219971,504.359985,504.670013,504.670013,10981000
2000-10-04,504.670013,507.790009,499.399994,507.489990,507.489990,11674000
2000-10-05,507.489990,508.980011,502.640015,502.670013,502.670013,11761000
2000-10-06,502.670013,502.989990,489.630005,491.019989,491.019989,11501000
2000-10-09,491.019989,491.019989,481.640015,489.529999,489.529999,7166000
2000-10-10,489.529999,490.859985,481.089996,481.630005,481.630005,10440000
2000-10-11,481.630005,481.630005,469.190002,474.739990,474.739990,13875000
2000-10-12,474.739990,478.670013,462.209991,462.970001,462.970001,13886000
2000-10-13,462.970001,480.399994,460.470001,480.390015,480.390015,12239000
2000-10-16,480.390015,485.649994,479.500000,481.750000,481.750000,10054000
2000-10-17,481.750000,483.519989,468.589996,470.880005,470.880005,11615000
2000-10-18,470.880005,470.880005,455.630005,466.209991,466.209991,14417000
2000-10-19,466.209991,481.359985,466.209991,481.299988,481.299988,12979000
2000-10-20,481.640015,488.820007,481.600006,487.450012,487.450012,11774000
2000-10-23,487.450012,490.500000,487.450012,489.959991,489.959991,10468000
2000-10-24,489.959991,493.839996,487.709991,487.869995,487.869995,11586000
2000-10-25,487.850006,487.850006,474.290009,475.209991,475.209991,13156000
2000-10-26,475.220001,479.790009,466.559998,479.760010,479.760010,13038000
2000-10-27,479.739990,483.369995,478.010010,479.850006,479.850006,10863000
2000-10-30,479.850006,484.079987,477.470001,482.720001,482.720001,11865000
2000-10-31,482.720001,497.679993,482.720001,497.679993,497.679993,13664000
2000-11-01,497.679993,497.679993,493.200012,495.179993,495.179993,12068000
2000-11-02,495.179993,506.980011,495.179993,506.970001,506.970001,11677000
2000-11-03,506.980011,507.750000,504.760010,507.750000,507.750000,9977000
2000-11-06,508.760010,508.859985,503.489990,503.959991,503.959991,9309000
2000-11-07,503.959991,506.010010,501.359985,506.010010,506.010010,8809000
2000-11-08,506.010010,506.880005,500.549988,500.679993,500.679993,9093000
2000-11-09,500.679993,500.679993,485.970001,495.329987,495.329987,11110000
2000-11-10,495.329987,495.329987,480.750000,480.899994,480.899994,9625000
2000-11-13,480.920013,480.920013,463.440002,476.549988,476.549988,11293000
2000-11-14,476.529999,486.929993,476.529999,486.910004,486.910004,11188000
2000-11-15,486.910004,493.040009,485.609985,491.790009,491.790009,10668000
2000-11-16,491.790009,491.790009,481.269989,481.640015,481.640015,9563000
2000-11-17,481.640015,488.399994,481.299988,482.609985,482.609985,10704000
2000-11-20,482.690002,482.690002,469.410004,470.239990,470.239990,9558000
2000-11-21,470.239990,472.440002,465.489990,466.790009,466.790009,11371000
2000-11-22,466.790009,466.790009,454.260010,457.899994,457.899994,9632000
2000-11-24,457.899994,471.869995,457.899994,471.869995,471.869995,4048700
2000-11-27,471.850006,478.720001,471.649994,471.700012,471.700012,9461000
2000-11-28,471.700012,471.700012,458.630005,459.019989,459.019989,10282000
2000-11-29,459.019989,459.859985,451.549988,454.600006,454.600006,4021000
2000-11-30,454.600006,454.600006,440.760010,445.940002,445.940002,11865300
2000-12-01,445.940002,461.660004,445.940002,456.839996,456.839996,11952000
2000-12-04,456.829987,456.890015,450.390015,450.390015,450.390015,11030000
2000-12-05,450.390015,471.350006,450.390015,471.170013,471.170013,9003000
2000-12-06,471.170013,474.109985,463.130005,463.540009,463.540009,13993000
2000-12-07,463.540009,463.540009,459.880005,461.100006,461.100006,11280000
2000-12-08,461.100006,479.079987,461.100006,479.070007,479.070007,13583000
2000-12-11,479.070007,487.230011,477.920013,487.230011,487.230011,12024000
2000-12-12,487.230011,487.230011,477.730011,477.760010,477.760010,10834000
2000-12-13,477.760010,480.910004,469.290009,469.910004,469.910004,11951000
2000-12-14,469.910004,469.910004,461.329987,461.820007,461.820007,10613000
2000-12-15,461.820007,461.820007,452.820007,458.029999,458.029999,1561100
2000-12-18,458.029999,464.779999,458.029999,463.250000,463.250000,11899000
2000-12-19,463.660004,466.910004,458.420013,458.779999,458.779999,13249000
2000-12-20,458.779999,458.779999,442.320007,443.799988,443.799988,14216000
2000-12-21,443.799988,450.309998,440.779999,447.029999,447.029999,14499000
2000-12-22,447.029999,463.410004,447.029999,462.989990,462.989990,10871000
2000-12-26,462.989990,467.000000,462.450012,466.630005,466.630005,8065000
2000-12-27,466.630005,479.299988,463.420013,479.299988,479.299988,10927000
2000-12-28,479.299988,494.029999,476.850006,494.029999,494.029999,10153000
2000-12-29,494.029999,495.839996,482.899994,483.529999,483.529999,10355000
2001-01-02,483.549988,483.549988,461.380005,462.489990,462.489990,11294000
2001-01-03,462.489990,484.390015,459.279999,484.390015,484.390015,1880700
2001-01-04,484.390015,484.390015,475.899994,477.200012,477.200012,2169400
2001-01-05,477.200012,477.309998,461.760010,463.140015,463.140015,14308000
2001-01-08,463.140015,463.140015,457.559998,461.640015,461.640015,11155000
2001-01-09,461.640015,466.399994,461.390015,463.950012,463.950012,11913000
2001-01-10,463.950012,475.450012,461.540009,475.450012,475.450012,12965000
2001-01-11,475.450012,484.529999,474.450012,483.859985,483.859985,14112000
2001-01-12,483.839996,487.679993,480.170013,485.750000,485.750000,12760000
2001-01-16,485.750000,493.459991,483.859985,493.279999,493.279999,12057000
2001-01-17,493.279999,501.049988,493.220001,493.459991,493.459991,13491000
2001-01-18,490.950012,494.750000,490.019989,494.630005,494.630005,14450000
2001-01-19,494.619995,496.190002,487.769989,488.089996,488.089996,14078000
2001-01-22,488.089996,490.690002,485.989990,490.149994,490.149994,11640000
2001-01-23,490.149994,502.070007,490.079987,502.059998,502.059998,12326000
2001-01-24,502.059998,505.149994,501.339996,502.250000,502.250000,13090000
2001-01-25,502.250000,502.250000,499.000000,499.000000,499.000000,12580000
2001-01-26,499.000000,499.779999,494.130005,498.679993,498.679993,10980000
2001-01-29,498.670013,507.910004,498.670013,507.910004,507.910004,10531000
2001-01-30,507.910004,511.670013,506.820007,511.660004,511.660004,11498000
2001-01-31,511.660004,515.219971,508.029999,508.339996,508.339996,12953000
2001-02-01,508.329987,508.940002,505.230011,508.940002,508.940002,11188000
2001-02-02,508.980011,509.619995,500.790009,501.500000,501.500000,10484000
2001-02-05,501.019989,501.019989,498.429993,500.739990,500.739990,10130000
2001-02-06,500.739990,507.459991,500.649994,505.760010,505.760010,10596000
2001-02-07,505.760010,507.470001,502.670013,507.079987,507.079987,11583000
2001-02-08,507.079987,508.089996,501.929993,502.890015,502.890015,11072000
2001-02-09,502.890015,502.890015,494.549988,497.049988,497.049988,10755000
2001-02-12,497.049988,505.359985,495.510010,505.350006,505.350006,10123000
2001-02-13,505.350006,510.940002,502.149994,502.570007,502.570007,10752000
2001-02-14,502.570007,503.489990,497.739990,503.489990,503.489990,11503000
2001-02-15,503.489990,510.019989,503.489990,508.850006,508.850006,11537000
2001-02-16,508.850006,508.850006,497.649994,499.279999,499.279999,12572000
2001-02-20,499.279999,500.380005,490.440002,491.140015,491.140015,11122000
2001-02-21,491.160004,491.160004,482.890015,483.510010,483.510010,12085000
2001-02-22,483.519989,483.519989,474.619995,477.260010,477.260010,13659000
2001-02-23,477.260010,477.450012,465.070007,477.450012,477.450012,12313000
2001-02-26,477.450012,488.309998,477.450012,488.309998,488.309998,11308000
2001-02-27,488.309998,488.309998,478.750000,478.750000,478.750000,11141000
2001-02-28,478.750000,479.579987,471.279999,474.369995,474.369995,12253000
2001-03-01,474.380005,474.380005,465.190002,473.299988,473.299988,12949000
2001-03-02,473.299988,480.299988,468.480011,476.880005,476.880005,12940000
2001-03-05,476.880005,479.779999,475.649994,475.790009,475.790009,9292000
2001-03-06,475.790009,482.279999,475.790009,481.130005,481.130005,10918000
2001-03-07,481.130005,485.500000,481.130005,484.839996,484.839996,11322000
2001-03-08,484.839996,484.839996,481.440002,481.489990,481.489990,11141000
2001-03-09,481.489990,481.489990,473.459991,473.649994,473.649994,10859000
2001-03-12,473.649994,473.649994,458.339996,458.399994,458.399994,12290000
2001-03-13,458.399994,462.450012,453.459991,462.260010,462.260010,13609000
2001-03-14,462.260010,462.260010,451.260010,453.690002,453.690002,13974000
2001-03-15,453.690002,457.959991,451.709991,452.160004,452.160004,12595000
2001-03-16,452.160004,453.470001,441.679993,441.799988,441.799988,1570900
2001-03-19,441.790009,451.269989,440.589996,451.269989,451.269989,11262000
2001-03-20,451.269989,456.170013,444.359985,444.480011,444.480011,12359000
2001-03-21,444.480011,445.109985,434.820007,435.739990,435.739990,13463000
2001-03-22,435.739990,435.739990,419.700012,432.799988,432.799988,1767500
2001-03-23,432.799988,443.320007,432.799988,443.269989,443.269989,13649000
2001-03-26,443.269989,450.589996,443.269989,447.380005,447.380005,11140000
2001-03-27,447.380005,452.880005,444.380005,452.880005,452.880005,13142000
2001-03-28,452.880005,452.880005,442.200012,442.200012,442.200012,13334000
2001-03-29,442.200012,446.010010,439.910004,441.529999,441.529999,12345000
2001-03-30,441.529999,450.529999,441.489990,450.529999,450.529999,12808000
2001-04-02,450.529999,450.529999,439.510010,439.760010,439.760010,12042000
2001-04-03,439.760010,439.760010,424.820007,426.959991,426.959991,13861000
2001-04-04,426.959991,429.359985,424.640015,425.739990,425.739990,14255900
2001-04-05,425.739990,444.730011,425.739990,444.730011,444.730011,13680000
2001-04-06,444.730011,444.730011,434.260010,434.660004,434.660004,12668000
2001-04-09,434.660004,442.809998,434.660004,441.670013,441.670013,10628000
2001-04-10,441.670013,452.440002,441.670013,451.839996,451.839996,13496000
2001-04-11,451.839996,458.010010,448.339996,449.250000,449.250000,12903000
2001-04-12,449.250000,455.019989,447.450012,455.019989,455.019989,11020000
2001-04-16,455.010010,455.010010,450.660004,450.899994,450.899994,9139000
2001-04-17,450.899994,455.600006,449.420013,455.579987,455.579987,11096000
2001-04-18,455.589996,470.709991,455.589996,466.510010,466.510010,1918900
2001-04-19,466.510010,472.410004,465.920013,472.399994,472.399994,14868000
2001-04-20,472.399994,472.399994,462.619995,466.709991,466.709991,13387000
2001-04-23,466.709991,466.709991,460.350006,461.070007,461.070007,10126000
2001-04-24,461.070007,465.350006,460.470001,462.350006,462.350006,12165000
2001-04-25,462.350006,472.750000,461.989990,472.739990,472.739990,12036000
2001-04-26,472.739990,479.809998,472.739990,477.559998,477.559998,13452000
2001-04-27,477.559998,483.970001,477.559998,483.970001,483.970001,10913000
2001-04-30,483.970001,490.250000,483.970001,485.320007,485.320007,12260000
2001-05-01,485.309998,490.480011,482.790009,490.470001,490.470001,11813000
2001-05-02,490.470001,492.380005,487.260010,491.640015,491.640015,13422000
2001-05-03,491.640015,491.640015,484.510010,485.649994,485.649994,11379000
2001-05-04,485.649994,492.890015,480.470001,492.890015,492.890015,10821000
2001-05-07,492.890015,494.589996,489.459991,489.640015,489.640015,9490000
2001-05-08,491.799988,492.470001,488.160004,491.769989,491.769989,10063000
2001-05-09,491.769989,492.290009,488.690002,490.179993,490.179993,11324000
2001-05-10,490.160004,494.329987,490.160004,490.579987,490.579987,10567000
2001-05-11,490.579987,492.049988,486.750000,487.359985,487.359985,9062000
2001-05-14,487.359985,487.359985,484.399994,486.640015,486.640015,8582000
2001-05-15,486.640015,490.299988,486.489990,489.630005,489.630005,10718000
2001-05-16,489.630005,497.899994,487.410004,497.209991,497.209991,14053000
2001-05-17,497.209991,504.760010,497.209991,504.760010,504.760010,13556000
2001-05-18,504.760010,506.769989,502.980011,506.279999,506.279999,11308000
2001-05-21,506.279999,515.909973,506.279999,515.909973,515.909973,11749000
2001-05-22,515.909973,519.890015,513.729980,517.229980,517.229980,12604000
2001-05-23,517.229980,517.229980,507.359985,507.359985,507.359985,11348000
2001-05-24,507.359985,510.410004,503.850006,510.399994,510.399994,11007000
2001-05-25,510.399994,510.790009,508.380005,508.619995,508.619995,8281000
2001-05-29,508.619995,508.619995,502.369995,502.369995,502.369995,10260000
2001-05-30,502.369995,502.369995,493.959991,493.959991,493.959991,11586000
2001-05-31,493.959991,500.790009,493.959991,496.500000,496.500000,12266000
2001-06-01,496.500000,501.720001,494.709991,501.720001,501.720001,10150000
2001-06-04,501.720001,507.320007,501.720001,507.320007,507.320007,8365000
2001-06-05,507.320007,516.479980,507.320007,516.479980,516.479980,11168000
2001-06-06,516.479980,516.479980,512.520020,512.580017,512.580017,10619000
2001-06-07,512.580017,514.950012,511.519989,514.770020,514.770020,10896000
2001-06-08,514.770020,514.880005,509.890015,511.640015,511.640015,7262000
2001-06-11,511.640015,511.640015,505.709991,506.929993,506.929993,8701000
2001-06-12,506.929993,507.529999,500.369995,506.929993,506.929993,11365000
2001-06-13,506.929993,510.130005,505.119995,505.119995,505.119995,10636000
2001-06-14,505.119995,505.119995,494.790009,495.380005,495.380005,12429000
2001-06-15,495.380005,496.760010,491.779999,495.130005,495.130005,16355500
2001-06-18,494.809998,496.339996,490.480011,490.529999,490.529999,11116000
2001-06-19,490.529999,495.630005,488.709991,488.730011,488.730011,11849000
2001-06-20,488.730011,495.869995,487.250000,495.859985,495.859985,13501000
2001-06-21,495.859985,498.459991,494.410004,497.820007,497.820007,15468200
2001-06-22,497.809998,497.809998,488.350006,488.649994,488.649994,11892000
2001-06-25,488.660004,490.200012,483.750000,484.190002,484.190002,10501000
2001-06-26,484.190002,490.820007,482.190002,490.820007,490.820007,11989000
2001-06-27,490.820007,496.230011,490.500000,495.579987,495.579987,11621000
2001-06-28,495.579987,503.309998,495.579987,502.989990,502.989990,13273000
2001-06-29,502.989990,514.200012,502.609985,512.640015,512.640015,18323600
2001-07-02,513.280029,513.280029,498.250000,498.390015,498.390015,11283000
2001-07-03,499.040009,499.040009,495.000000,496.829987,496.829987,6221100
2001-07-05,496.829987,496.829987,492.140015,492.730011,492.730011,9349000
2001-07-06,492.730011,492.730011,482.140015,483.260010,483.260010,10567000
2001-07-09,483.260010,487.239990,480.980011,485.980011,485.980011,10457000
2001-07-10,485.980011,487.380005,477.500000,478.140015,478.140015,12638000
2001-07-11,478.140015,478.140015,471.359985,475.829987,475.829987,13841000
2001-07-12,475.829987,489.119995,475.829987,489.040009,489.040009,13940000
2001-07-13,489.040009,491.690002,486.600006,490.709991,490.709991,11217000
2001-07-16,489.869995,491.399994,483.769989,483.799988,483.799988,10398000
2001-07-17,483.799988,490.570007,481.649994,490.570007,490.570007,12381000
2001-07-18,490.570007,490.570007,483.619995,483.619995,483.619995,13163000
2001-07-19,483.619995,491.130005,483.619995,487.540009,487.540009,13435000
2001-07-20,487.540009,489.040009,484.910004,487.929993,487.929993,11709000
2001-07-23,487.929993,489.510010,482.700012,482.700012,482.700012,9869000
2001-07-24,482.700012,482.700012,472.529999,474.260010,474.260010,11987000
2001-07-25,474.260010,476.989990,471.519989,476.989990,476.989990,12807000
2001-07-26,476.989990,485.070007,475.739990,485.070007,485.070007,12139000
2001-07-27,485.070007,486.269989,483.019989,485.010010,485.010010,10153000
2001-07-30,485.010010,485.540009,481.339996,484.709991,484.709991,9091000
2001-07-31,484.709991,489.149994,483.070007,484.779999,484.779999,11292000
2001-08-01,484.779999,489.980011,484.779999,489.239990,489.239990,13403000
2001-08-02,489.239990,491.890015,486.529999,488.989990,488.989990,12183000
2001-08-03,488.989990,489.329987,482.649994,487.149994,487.149994,9399000
2001-08-06,487.140015,487.140015,480.950012,480.959991,480.959991,8117000
2001-08-07,480.959991,481.190002,477.489990,480.329987,480.329987,10120000
2001-08-08,480.329987,481.730011,471.540009,472.619995,472.619995,11246000
2001-08-09,472.619995,474.170013,469.500000,474.170013,474.170013,11042000
2001-08-10,474.170013,476.190002,469.559998,475.519989,475.519989,9609000
2001-08-13,475.519989,478.890015,474.880005,477.600006,477.600006,8376000
2001-08-14,477.600006,482.609985,477.600006,480.190002,480.190002,9646000
2001-08-15,480.190002,481.190002,476.500000,478.950012,478.950012,10656000
2001-08-16,478.950012,481.679993,474.059998,481.679993,481.679993,10554000
