0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
-0.834495371,0.710694845,-0.909090909,-0.16056338,-0.992231796,-0.21037464,-0.926157947,-0.192558435,-0.623540014,-0.791606134,-0.743774811,0.039285714,-0.721088435,0.184565916,0.42475372,0.999660729,-0.965594324,-0.354607369,-0.697191378,-0.081497477,-0.580962747,-0.805010682,-0.837001499,-0.309801234,-0.485268631,-0.94692996
-0.826494457,0.55651617,-0.869090909,-0.164319249,-0.99116032,-0.196285623,-0.908563812,-0.181109874,-0.618163795,-0.794834544,-0.740887766,0.076785714,-0.757369615,0.166559486,0.497170405,1,-0.965108368,-0.357398984,-0.703592423,-0.102931096,-0.588185821,-0.806175956,-0.834602699,-0.321795751,-0.485268631,-0.93458809
-0.834495371,0.645212936,-0.898181818,-0.198122066,-0.988392339,-0.197566443,-0.925704765,-0.181109874,-0.618865719,-0.78724778,-0.748105377,0.064285714,-0.765306122,0.133118971,0.411234542,0.448685327,-0.967440956,-0.346184391,-0.731156107,-0.120841576,-0.581853263,-0.805399107,-0.825007496,-0.361549006,-0.478336222,-0.941376118
-0.835638359,0.539545309,-0.865454545,-0.168075117,-0.986427966,-0.165545949,-0.925251583,-0.196692638,-0.606318287,-0.774656981,-0.745218333,0.010714286,-0.774376417,0.11511254,0.479144833,0.236641221,-0.966955,-0.364426155,-0.730633573,-0.122606698,-0.581853263,-0.78597786,-0.809355322,-0.38553804,-0.448873484,-0.941993212
-0.828780432,0.493115594,-0.850909091,-0.138028169,-0.986427966,-0.174511687,-0.919546818,-0.193512482,-0.598403745,-0.773849879,-0.737278961,-0.028571429,-0.777777778,0.125401929,0.470027248,0.050042409,-0.961512295,-0.332130051,-0.725277596,-0.129731112,-0.551080987,-0.779763061,-0.803358321,-0.372172721,-0.435008666,-0.931502623
-0.832209395,0.545949408,-0.894545455,-0.098591549,-0.984463592,-0.25520333,-0.925491503,-0.208141199,-0.619935409,-0.781920904,-0.751714183,0.003571429,-0.768707483,0.138263666,0.388492978,-0.102629347,-0.962387015,-0.361634539,-0.720574788,-0.059151108,-0.551080987,-0.798407458,-0.808155922,-0.401644962,-0.403812825,-0.940759025
-0.8504972,0.55651617,-0.883636364,-0.096713615,-0.987320863,-0.305155299,-0.925704765,-0.208141199,-0.630714637,-0.775948345,-0.753157705,0.032142857,-0.758503401,0.161414791,0.320582687,-0.238337574,-0.957916221,-0.433302048,-0.694056172,-0.116331104,-0.560085094,-0.799961158,-0.819010495,-0.428032899,-0.421143847,-0.935205184
-0.857355126,0.619916747,-0.894545455,-0.098591549,-0.986517255,-0.351264809,-0.917254249,-0.260931786,-0.632516939,-0.789991929,-0.773367016,0.060714286,-0.768707483,0.166559486,0.270697967,-0.289228159,-0.959665662,-0.43190624,-0.718876551,-0.182475219,-0.584623757,-0.821712954,-0.821409295,-0.45716244,-0.421143847,-0.940759025
-0.866499028,0.503682357,-0.876363636,-0.168075117,-0.990267423,-0.351264809,-0.909016994,-0.278422643,-0.655813398,-0.799677159,-0.786358715,-0.017857143,-0.775510204,0.225723473,0.171033326,-0.289228159,-0.963358927,-0.471229514,-0.737949053,-0.1798009,-0.608172958,-0.832588852,-0.829805097,-0.485263879,-0.480069324,-0.945078679
-0.858955309,0.531059878,-0.894545455,-0.104225352,-0.988392339,-0.298751201,-0.865111629,-0.290507235,-0.633218863,-0.789991929,-0.771923493,-0.017857143,-0.774376417,0.230868167,0.184657305,-0.263782867,-0.965108368,-0.485283854,-0.762377531,-0.160125299,-0.578291199,-0.825597203,-0.803358321,-0.501028101,-0.473136915,-0.940759025
-0.866956224,0.562760167,-0.887272727,-0.1342723,-0.986517255,-0.274415626,-0.88227924,-0.323898871,-0.652242892,-0.787570621,-0.774088777,-0.046428571,-0.775510204,0.246302251,0.139383777,-0.06870229,-0.963358927,-0.478256684,-0.75649902,-0.144960169,-0.603621432,-0.836084677,-0.813013493,-0.531528444,-0.488734835,-0.940759025
-0.873356955,0.451008646,-0.872727273,-0.132394366,-0.987410152,-0.30003202,-0.877694102,-0.338209572,-0.648638775,-0.781113801,-0.761818838,-0.053571429,-0.768707483,0.2,0.130266192,0.067005937,-0.964233648,-0.486679662,-0.763945134,-0.146725291,-0.614505516,-0.829481453,-0.821409295,-0.52878684,-0.490467938,-0.94878124
-0.856212139,0.366314441,-0.901818182,-0.070422535,-0.987499442,-0.274415626,-0.88227924,-0.348704087,-0.643998091,-0.783535109,-0.740887766,-0.0375,-0.765306122,0.218006431,0.166526934,-0.178965225,-0.96608028,-0.478256684,-0.758066623,-0.164635771,-0.614505516,-0.822101379,-0.813013493,-0.498286498,-0.47660312,-0.943844492
-0.861927077,0.503682357,-0.890909091,-0.074178404,-0.987856601,-0.260326609,-0.835388204,-0.345841946,-0.655813398,-0.789669088,-0.75027066,-0.046428571,-0.767573696,0.238585209,0.139383777,-0.306191688,-0.960151618,-0.472625322,-0.752318746,-0.151235763,-0.636273685,-0.829481453,-0.825007496,-0.384167238,-0.445407279,-0.951866708
-0.845925249,0.655779699,-0.916363636,-0.102347418,-0.98812447,-0.248799232,-0.887984005,-0.382731754,-0.643998091,-0.794511703,-0.747383616,0.025,-0.775510204,0.212861736,0.189373297,-0.365564037,-0.922538633,-0.496498448,-0.73638145,-0.1798009,-0.646267254,-0.836084677,-0.851454273,-0.450651131,-0.412478336,-0.961740204
-0.849354212,0.558597502,-0.930909091,-0.106103286,-0.988749498,-0.225744476,-0.881132956,-0.384003816,-0.640393973,-0.791606134,-0.742331288,0.0125,-0.770975057,0.215434084,0.175749319,-0.407972858,-0.937506074,-0.402353621,-0.746962769,-0.210184432,-0.651709296,-0.831423577,-0.863508246,-0.45716244,-0.485268631,-0.954335082
-0.848211224,0.600864553,-0.949090909,-0.066666667,-0.99098174,-0.212936279,-0.867404199,-0.398314517,-0.63969205,-0.768684423,-0.722843739,0.066071429,-0.764172336,0.207717042,0.207294068,-0.382527566,-0.942462824,-0.357398984,-0.708817766,-0.245945015,-0.632711621,-0.825597203,-0.867106447,-0.445167923,-0.447140381,-0.941376118
-0.860098297,0.600864553,-0.934545455,-0.107981221,-0.987142283,-0.223182837,-0.852555815,-0.409763078,-0.614559191,-0.750928168,-0.741609527,0.032142857,-0.77324263,0.223151125,0.239048418,-0.340118745,-0.938866751,-0.326498688,-0.720574788,-0.238813497,-0.641715728,-0.831423577,-0.876701649,-0.462645648,-0.487001733,-0.955569269
-0.86078409,0.600864553,-0.934545455,-0.126760563,-0.989731684,-0.220621198,-0.85140953,-0.450151057,-0.545307439,-0.728652139,-0.758210032,-0.008928571,-0.764172336,0.233440514,0.14399497,-0.407972858,-0.951501604,-0.340553029,-0.741737427,-0.212872957,-0.648147232,-0.836473102,-0.904347826,-0.467786155,-0.511265165,-0.958037643
-0.861927077,0.600864553,-0.930909091,-0.089201878,-0.989285236,-0.193723983,-0.836534489,-0.441564637,-0.5428037,-0.73559322,-0.737278961,0.044642857,-0.746031746,0.254019293,0.148501362,-0.39100933,-0.942462824,-0.354607369,-0.729980405,-0.193204459,-0.642210459,-0.824043504,-0.904347826,-0.376285127,-0.506065858,-0.942610305
-0.868785004,0.600864553,-0.934545455,-0.126760563,-0.992499665,-0.21037464,-0.818247251,-0.501669582,-0.609186382,-0.755286521,-0.740166005,0.05,-0.746031746,0.243729904,0.130266192,-0.424936387,-0.94790553,-0.374293071,-0.734291313,-0.237044824,-0.639934695,-0.806564381,-0.904347826,-0.388279644,-0.502599653,-0.955569269
-0.873356955,0.600864553,-0.930909091,-0.115492958,-0.992499665,-0.220621198,-0.823978674,-0.546191763,-0.607384567,-0.741242938,-0.733670155,0.060714286,-0.680272109,0.187138264,0.211905261,-0.441899915,-0.942462824,-0.348976007,-0.738471587,-0.247766961,-0.633602137,-0.790250534,-0.885097451,-0.414667581,-0.514731369,-0.956186362
-0.870842382,0.600864553,-0.912727273,-0.096713615,-0.993303272,-0.220621198,-0.821686105,-0.515344252,-0.58946043,-0.72590799,-0.743053049,0,-0.693877551,0.179421222,0.211905261,-0.467345208,-0.939741471,-0.391139027,-0.721097322,-0.250444832,-0.633602137,-0.768110313,-0.883898051,-0.45716244,-0.658578856,-0.955569269
-0.831066408,0.600864553,-0.927272727,-0.034741784,-0.99705344,-0.21037464,-0.812542486,-0.433296232,-0.604512088,-0.72267958,-0.740166005,0.008928571,-0.641723356,0.169131833,0.202892475,-0.441899915,-0.939741471,-0.4178519,-0.739516656,-0.262932091,-0.638549448,-0.794523208,-0.886296852,-0.477039068,-0.682842288,-0.946312866
-0.824208481,0.600864553,-0.938181818,0.179342723,-0.9939283,-0.165545949,-0.825098301,-0.377643505,-0.591232531,-0.706860371,-0.721400217,0.0375,-0.650793651,0.169131833,0.198281283,-0.365564037,-0.932938089,-0.405193368,-0.741737427,-0.273657779,-0.618166526,-0.803845407,-0.88029985,-0.454763537,-0.651646447,-0.941993212
-0.833352383,0.600864553,-0.945454545,0.333333333,-0.994821197,-0.155299392,-0.846824392,-0.233900461,-0.593030936,-0.710088781,-0.716347889,-0.007142857,-0.62585034,0.166559486,0.284321945,-0.424936387,-0.938866751,-0.461410728,-0.746440235,-0.265617064,-0.587295305,-0.789862109,-0.887496252,-0.440027416,-0.662045061,-0.948164147
-0.8504972,0.600864553,-0.927272727,0.126760563,-0.995089066,-0.171950048,-0.833122293,-0.372555255,-0.61636539,-0.712510089,-0.725009022,-0.035714286,-0.616780045,0.176848875,0.27520436,-0.424936387,-0.94790553,-0.475465069,-0.749052907,-0.25849265,-0.611833968,-0.804622257,-0.887496252,-0.417409184,-0.629116118,-0.943844492
-0.847068236,0.600864553,-0.938181818,0.175586854,-0.994374749,-0.123278898,-0.842265911,-0.405628876,-0.603814061,-0.723809524,-0.721400217,-0.032142857,-0.621315193,0.194855305,0.293334731,-0.433418151,-0.94790553,-0.475465069,-0.750097975,-0.269207684,-0.61727601,-0.806175956,-0.894692654,-0.392392049,-0.610051993,-0.955569269
-0.844782261,0.600864553,-0.941818182,0.036619718,-0.993213983,-0.136087096,-0.837680773,-0.441564637,-0.623540014,-0.692332526,-0.734391916,-0.035714286,-0.628117914,0.174276527,0.338713058,-0.450381679,-0.946058898,-0.471229514,-0.760679295,-0.2960077,-0.641319943,-0.799184308,-0.911604198,-0.449280329,-0.57712305,-0.969145326
-0.849354212,0.601024656,-0.952727273,0.066666667,-0.989463815,-0.145052834,-0.833122293,-0.391000159,-0.628912335,-0.700403551,-0.737278961,-0.089285714,-0.585034014,0.17170418,0.334206665,-0.467345208,-0.940227427,-0.438885279,-0.762377531,-0.2960077,-0.639934695,-0.777432511,-0.904347826,-0.450651131,-0.552859619,-0.968528232
-0.845925249,0.386007045,-0.963636364,0.053521127,-0.993303272,-0.147614473,-0.838827058,-0.408491016,-0.631416561,-0.686682809,-0.750992422,-0.076785714,-0.505668934,0.181993569,0.361245022,-0.467345208,-0.939741471,-0.450148004,-0.754408883,-0.300507517,-0.649928264,-0.791415809,-0.886296852,-0.465387252,-0.551126516,-0.969762419
-0.835638359,0.42074928,-0.949090909,0.076056338,-0.992231796,-0.145052834,-0.831976008,-0.429480045,-0.621737711,-0.693139629,-0.758931794,-0.105357143,-0.514739229,0.169131833,0.347830643,-0.458863444,-0.942462824,-0.472625322,-0.745395167,-0.2960077,-0.580072231,-0.778209361,-0.852653673,-0.479780672,-0.551126516,-0.962974391
-0.841353298,0.11559398,-0.945454545,0.162441315,-0.990892451,-0.150176113,-0.829683439,-0.31531245,-0.603814061,-0.718644068,-0.753157705,-0.1125,-0.523809524,0.207717042,0.338713058,-0.450381679,-0.938866751,-0.461410728,-0.758589157,-0.20215082,-0.60550141,-0.789085259,-0.865907046,-0.454763537,-0.585788562,-0.965442765
-0.849354212,-0.064521294,-0.945454545,0.117370892,-0.991606768,-0.168107589,-0.844531823,-0.310542217,-0.610988684,-0.714124294,-0.76326236,-0.085714286,-0.480725624,0.215434084,0.306958709,-0.484308736,-0.940616192,-0.464202344,-0.763945134,-0.247766961,-0.621827537,-0.799184308,-0.864707646,-0.45716244,-0.57712305,-0.970379512
-0.848211224,0.004803074,-0.941818182,0.083568075,-0.99098174,-0.196285623,-0.85140953,-0.233900461,-0.597337464,-0.713317191,-0.761818838,-0.075,-0.517006803,0.218006431,0.27520436,-0.484308736,-0.945184177,-0.464202344,-0.772436316,-0.271889106,-0.600059368,-0.800738007,-0.867106447,-0.462645648,-0.59965338,-0.965442765
-0.849354212,0.039385207,-0.952727273,0.079812207,-0.993303272,-0.184758245,-0.853702099,-0.169661313,-0.604512088,-0.686682809,-0.771201732,-0.066071429,-0.487528345,0.236012862,0.302347516,-0.4927905,-0.945670133,-0.451543812,-0.764467668,-0.199469398,-0.591846831,-0.815498155,-0.875502249,-0.428032899,-0.606585789,-0.962974391
-0.8504972,0.004803074,-0.945454545,0.070422535,-0.994374749,-0.147614473,-0.865111629,-0.000159008,-0.594837135,-0.689911219,-0.75676651,-0.064285714,-0.463718821,0.22829582,0.27520436,-0.518235793,-0.941976869,-0.427670686,-0.764467668,-0.22541349,-0.600949884,-0.817051855,-0.856251874,-0.414667581,-0.590987868,-0.961740204
-0.856212139,0.081011848,-0.956363636,0.107981221,-0.993481852,-0.156580211,-0.861699434,-0.153124503,-0.61636539,-0.685068604,-0.756044749,-0.060714286,-0.484126984,0.225723473,0.311569901,-0.518235793,-0.945184177,-0.409380791,-0.772436316,-0.245945015,-0.603621432,-0.804622257,-0.864707646,-0.401644962,-0.578856153,-0.964208578
-0.857355126,0.042907461,-0.938181818,0.153051643,-0.993303272,-0.137367915,-0.862845718,-0.155350612,-0.606318287,-0.689104116,-0.740887766,-0.073214286,-0.480725624,0.225723473,0.338713058,-0.475826972,-0.945184177,-0.4178519,-0.769693011,-0.232545007,-0.587295305,-0.814721305,-0.844257871,-0.330020562,-0.526863085,-0.962357297
-0.851640187,0.067243036,-0.949090909,0.156807512,-0.991338899,-0.146333654,-0.868550483,-0.188742248,-0.614559191,-0.686682809,-0.729339589,-0.0875,-0.480725624,0.266881029,0.347830643,-0.441899915,-0.937506074,-0.363030347,-0.769170477,-0.228094912,-0.560085094,-0.809283356,-0.822608696,-0.353666895,-0.490467938,-0.965442765
-0.844782261,0.250880564,-0.945454545,0.141784038,-0.99098174,-0.120717259,-0.860553149,-0.148036254,-0.595539059,-0.682647296,-0.722843739,-0.067857143,-0.497732426,0.302893891,0.361245022,-0.399491094,-0.937020119,-0.385507665,-0.773481385,-0.245945015,-0.56829763,-0.810060206,-0.815412294,-0.361549006,-0.471403813,-0.964208578
-0.843639273,0.198847262,-0.938181818,0.17370892,-0.991338899,-0.119436439,-0.837680773,-0.087931309,-0.587658615,-0.666505246,-0.728617827,-0.021428571,-0.544217687,0.297749196,0.392999371,-0.399491094,-0.936534163,-0.365821962,-0.773481385,-0.228094912,-0.543758967,-0.791027384,-0.810554723,-0.361549006,-0.376083189,-0.958037643
-0.849354212,0.219660583,-0.945454545,0.130516432,-0.991606768,-0.106628242,-0.849116961,-0.077436794,-0.586592334,-0.670540759,-0.726452544,0.010714286,-0.546485261,0.282315113,0.374869,-0.39100933,-0.935659442,-0.358794792,-0.773481385,-0.230779885,-0.549201009,-0.798019033,-0.803358321,-0.300548321,-0.393414211,-0.966059858
-0.855069151,0.313320525,-0.927272727,0.087323944,-0.992231796,-0.120717259,-0.865111629,-0.159484815,-0.567932175,-0.676190476,-0.738000722,0.053571429,-0.565759637,0.238585209,0.311569901,-0.399491094,-0.937894839,-0.363030347,-0.771260614,-0.191432235,-0.578291199,-0.797630608,-0.832203898,-0.321795751,-0.426343154,-0.961740204
-0.851640187,0.25776497,-0.941818182,0.145539906,-0.991338899,-0.154018572,-0.862845718,-0.181109874,-0.48900206,-0.658434221,-0.733670155,0.069642857,-0.56462585,0.215434084,0.438272899,-0.399491094,-0.93381281,-0.348976007,-0.771913782,-0.206650637,-0.551080987,-0.801514857,-0.826206897,-0.313913639,-0.455805893,-0.956186362
-0.844782261,0.212776177,-0.938181818,0.154929577,-0.991785348,-0.145052834,-0.850263246,-0.176975672,-0.533826287,-0.670540759,-0.733670155,0.071428571,-0.553287982,0.243729904,0.420352127,-0.323155216,-0.934298766,-0.368661709,-0.757021555,-0.212872957,-0.528323356,-0.798407458,-0.813013493,-0.300548321,-0.381282496,-0.94692996
-0.8504972,0.261287224,-0.938181818,0.109859155,-0.989285236,-0.201408902,-0.85826058,-0.188742248,-0.487199758,-0.668926554,-0.732948394,0.025,-0.572562358,0.212861736,0.338713058,-0.33163698,-0.94294878,-0.38829928,-0.760679295,-0.24149492,-0.554643052,-0.800738007,-0.827406297,-0.259424263,-0.351819757,-0.938907745
-0.847068236,0.236951649,-0.901818182,0.107981221,-0.989731684,-0.184758245,-0.85826058,-0.199872794,-0.535624693,-0.670540759,-0.742331288,0.003571429,-0.587301587,0.174276527,0.320582687,-0.39100933,-0.940227427,-0.351767622,-0.750620509,-0.245945015,-0.56097561,-0.78287046,-0.815412294,-0.287525703,-0.324090121,-0.937673558
-0.853926163,0.209253923,-0.923636364,0.089201878,-0.977856154,-0.178354147,-0.859406864,-0.202734934,-0.549978324,-0.676997579,-0.751714183,0.003571429,-0.589569161,0.166559486,0.306958709,-0.374045802,-0.939255516,-0.386903473,-0.744872632,-0.238813497,-0.574630188,-0.771994562,-0.826206897,-0.274160384,-0.348353553,-0.937673558
-0.849354212,0.171149536,-0.912727273,0.106103286,-0.987142283,-0.159141851,-0.850263246,-0.2224519,-0.548908146,-0.677804681,-0.743053049,0.017857143,-0.56462585,0.153697749,0.302347516,-0.382527566,-0.939741471,-0.367265901,-0.753886349,-0.217376326,-0.551971503,-0.763449213,-0.832203898,-0.268677176,-0.339688042,-0.941376118
-0.851640187,0.205731668,-0.916363636,0.138028169,-0.981159873,-0.159141851,-0.857114295,-0.067578311,-0.555350645,-0.662469734,-0.726452544,0.010714286,-0.5430839,0.192282958,0.356738629,-0.399491094,-0.942462824,-0.370057517,-0.767602874,-0.214694904,-0.551080987,-0.770440862,-0.815412294,-0.282042495,-0.268630849,-0.949398334
-0.84021031,0.112231828,-0.912727273,0.179342723,-0.98508862,-0.121998079,-0.85140953,-0.005247257,-0.533826287,-0.643906376,-0.693973295,0.001785714,-0.488662132,0.192282958,0.356738629,-0.374045802,-0.937894839,-0.386903473,-0.759634226,-0.191432235,-0.543758967,-0.758788114,-0.821409295,-0.27141878,-0.285961872,-0.945078679
